celkem_diváci,celkem_tržby,distributor,film,min_poř,poč_kin,poč_týd,poř,prod,rok,týden,týden_diváci,týden_tržby,víkend_diváci,víkend_tržby,změna_v_%,týden_od,víkend_od,datum,formát
20786,3244179,Vertical Entertainment s.r.o.,Space Jam: Nový začátek,11,23,4,15,USA,2021,32,3695.0,582434.0,1204,196323,-0.4955,29.07.2021,05.08.2021,,2D
154787,25972991.89,"CinemArt, a.s.",Rychle a zběsile 9,12,9,8,16,USA,2021,32,3415.0,563713.0,971,162485,-0.5218,29.07.2021,05.08.2021,,2D
20062,2953044.25,FALCON a.s.,Raya a drak,14,32,4,17,USA,2021,32,2426.0,345095.0,992,144617,-0.419,29.07.2021,05.08.2021,,2D
1070,134443,FALCON a.s.,Jan Werich: Když už člověk jednou je…,,47,1,18,CZE,2021,32,70.0,8400.0,1000,126043,,29.07.2021,05.08.2021,,2D
16775,2687963,"BIOSCOP /AQS, a. s./",VYŠEHRAD: Seryjál,22,21,5,19,CZE,2021,32,1327.0,154394.0,1116,122507,0.3963,29.07.2021,05.08.2021,,"2D, MP4"
270032,40145313.86,"CinemArt, a.s.",Šarlatán,20,17,51,20,CZE,2021,32,2391.0,190177.0,902,80840,-0.1373,29.07.2021,05.08.2021,,"DVD, 2D, MP4"
298999,47626208.87,BONTONFILM A.S.,"Prvok, Šampón, Tečka a Karel",1,126,3,1,CZE,2021,33,103738.0,16955734.46,37290,6039551.62,-0.4439,05.08.2021,12.08.2021,,"2D, MP4"
23649,4014326.94,FALCON a.s.,Free Guy,,106,1,2,USA,2021,33,379.0,0.0,23270,4014326.94,,05.08.2021,12.08.2021,,"2D, 3D, IM3, 4D2, 4D3, DB2"
29009,4234777,"CinemArt, a.s.",Deníček moderního fotra,30,195,1,3,CZE,2021,33,2827.0,305474.0,25884,3884228,81.3697,05.08.2021,12.08.2021,,2D
118457,17239506.4,"BIOSCOP /AQS, a. s./","Gump - Pes, který naučil lidi žít",4,109,4,4,CZE,2021,33,23724.0,3327246.0,11349,1375544,-0.34,05.08.2021,12.08.2021,,"DVD, 2D, BR, MP4"
39995,6969207.8,Vertical Entertainment s.r.o.,Sebevražedný oddíl,2,60,2,5,USA,2021,33,30010.0,5196137.8,7501,1313275,-0.6414,05.08.2021,12.08.2021,,"2D, DB2"
253594,38337298.38,BONTONFILM A.S.,Matky,8,84,8,6,CZE,2021,33,15985.0,2024353.0,9205,945253,-0.3261,05.08.2021,12.08.2021,,"2D, MP4"
63761,9487370.46,"CinemArt, a.s.",Croodsovi: Nový věk,7,86,4,7,USA,2021,33,13807.0,2106785.46,6544,927273,-0.4,05.08.2021,12.08.2021,,"2D, 3D"
29045,4218688,FALCON a.s.,Králíček Petr bere do zaječích,3,97,2,8,USA,2021,33,23143.0,3366342.0,5516,795768,-0.6839,05.08.2021,12.08.2021,,2D
51137,8502150.74,FALCON a.s.,Expedice: Džungle,5,41,3,9,USA,2021,33,16665.0,2694968.63,4255,695606,-0.6412,05.08.2021,12.08.2021,,"2D, 3D"
20451,3192985.4,FALCON a.s.,Shoky & Morthy: Poslední velká akce,6,59,2,10,CZE,2021,33,15333.0,2443533.4,4003,642084,-0.606,05.08.2021,12.08.2021,,2D
222241,37712704.94,FALCON a.s.,Black Widow,9,35,6,11,USA,2021,33,10714.0,1739109.03,2915,503033,-0.5463,05.08.2021,12.08.2021,,"2D, 3D"
2151,343358,"CinemArt, a.s.",Tlapková patrola ve filmu,,31,-1,12,USA,2021,33,,,2151,343358,,05.08.2021,12.08.2021,,2D
62373,9373091.12,FALCON a.s.,Luca,10,29,9,13,USA,2021,33,3848.0,583844.0,1369,196375,-0.5358,05.08.2021,12.08.2021,,2D
16641,2812075.94,"CinemArt, a.s.",Čas,11,14,4,14,USA,2021,33,2898.0,512170.0,956,179617,-0.4684,05.08.2021,12.08.2021,,2D
177612,25897785.65,"CinemArt, a.s.",Bábovky,14,23,47,15,CZE,2021,33,3107.0,326152.0,1565,162100,-0.3715,05.08.2021,12.08.2021,,MP4
805,116682,"BIOSCOP /AQS, a. s./",Muž se zaječíma ušima,,66,1,16,SVK,2021,33,,,805,116682,,05.08.2021,12.08.2021,,2D
16610,2799790.34,Vertical Entertainment s.r.o.,Rozhněvaný muž,12,15,4,17,USA,2021,33,2783.0,463529.0,583,110351,-0.6668,05.08.2021,12.08.2021,,2D
753,102482,Forum Film Czech s.r.o.,Respect,,39,1,18,USA,2021,33,139.0,0.0,614,102482,,05.08.2021,12.08.2021,,2D
73778,12428020.79,Vertical Entertainment s.r.o.,V zajetí démonů 3: Na Ďáblův příkaz,13,7,8,19,USA,2021,33,2367.0,401099.0,574,96530,-0.637,05.08.2021,12.08.2021,,2D
22158,3458092,Vertical Entertainment s.r.o.,Space Jam: Nový začátek,15,22,5,20,USA,2021,33,1986.0,316361.0,590,93875,-0.5219,05.08.2021,12.08.2021,,2D
372002,59205831.69,BONTONFILM A.S.,"Prvok, Šampón, Tečka a Karel",1,145,4,1,CZE,2021,34,71196.0,11411898.42,39097,6207276.02,0.0277,12.08.2021,19.08.2021,,"2D, MP4"
41349,5977623,"CinemArt, a.s.",Tlapková patrola ve filmu,12,170,1,2,USA,2021,34,2151.0,343358.0,39198,5634265,15.4093,12.08.2021,19.08.2021,,2D
63378,10916792.22,FALCON a.s.,Free Guy,2,56,2,3,USA,2021,34,40728.0,6982225.09,22271,3934567.13,-0.0199,12.08.2021,19.08.2021,,"2D, 3D, IM3, 4D2, 4D3, DB2"
62844,9592935,"CinemArt, a.s.",Deníček moderního fotra,3,102,2,4,CZE,2021,34,42449.0,6426532.0,17270,2815854,-0.2751,12.08.2021,19.08.2021,,2D
10947,1669945.8,FALCON a.s.,Večírek,,181,1,5,CZE,2021,34,30.0,5021.0,10870,1659854.8,,12.08.2021,19.08.2021,,2D
132586,19277499.4,"BIOSCOP /AQS, a. s./","Gump - Pes, který naučil lidi žít",4,76,5,6,CZE,2021,34,17703.0,2297847.0,7775,1115690,-0.189,12.08.2021,19.08.2021,,"DVD, 2D, MP4"
5421,913720.94,FALCON a.s.,Temný dům,,64,1,7,USA,2021,34,53.0,8914.0,5368,904806.94,,12.08.2021,19.08.2021,,2D
73645,11025237.46,"CinemArt, a.s.",Croodsovi: Nový věk,7,49,5,8,USA,2021,34,11345.0,1673705.0,5083,791435,-0.1465,12.08.2021,19.08.2021,,"2D, 3D"
49147,8558104.8,Vertical Entertainment s.r.o.,Sebevražedný oddíl,5,44,3,9,USA,2021,34,12525.0,2153611.0,4128,748561,-0.4301,12.08.2021,19.08.2021,,"2D, DB2"
38584,5634931,FALCON a.s.,Králíček Petr bere do zaječích,8,58,3,10,USA,2021,34,10384.0,1523763.0,4671,688248,-0.1352,12.08.2021,19.08.2021,,2D
261972,39298797.38,BONTONFILM A.S.,Matky,6,62,9,11,CZE,2021,34,11727.0,1288800.0,5856,617952,-0.3463,12.08.2021,19.08.2021,,"2D, MP4"
57576,9518501.54,FALCON a.s.,Expedice: Džungle,9,32,4,12,USA,2021,34,7760.0,1239700.0,2934,472256.8,-0.3211,12.08.2021,19.08.2021,,2D
2507,433746,Vertical Entertainment s.r.o.,Reminiscence,,81,1,13,USA,2021,34,139.0,22901.0,2368,410845,,12.08.2021,19.08.2021,,"2D, IM2"
226427,38437695.94,FALCON a.s.,Black Widow,11,18,7,14,USA,2021,34,5056.0,859523.0,2045,368501,-0.2675,12.08.2021,19.08.2021,,"2D, 3D"
25370,3966857.4,FALCON a.s.,Shoky & Morthy: Poslední velká akce,10,24,3,15,CZE,2021,34,7069.0,1128409.0,1853,287547,-0.5522,12.08.2021,19.08.2021,,"2D, MP4"
180743,26203709.65,"CinemArt, a.s.",Bábovky,15,36,48,16,CZE,2021,34,1838.0,201394.0,2858,266630,0.6448,12.08.2021,19.08.2021,,"2D, MP4"
1381,164168,BONTONFILM A.S.,Spící město,172,49,1,17,CZE,2021,34,309.0,1208.0,1049,160070,409.4358,12.08.2021,19.08.2021,,"2D, MP4"
64284,9659264.12,FALCON a.s.,Luca,13,15,10,18,USA,2021,34,2346.0,340419.0,934,142129,-0.2763,12.08.2021,19.08.2021,,"2D, 3D"
271770,40342525.86,"CinemArt, a.s.",Šarlatán,24,16,53,19,CZE,2021,34,769.0,76270.0,683,95175,0.6076,12.08.2021,19.08.2021,,"DVD, 2D, MP4"
76781,9495466,Bohemia Motion Pictures a.s.,Princezna zakletá v čase,28,14,49,20,CZE,2021,34,1174.0,58502.0,1221,79300,1.0125,12.08.2021,19.08.2021,,"2D, MP4"
110866,17115463.59,FALCON a.s.,Zátopek,41,214,1,1,CZE,2021,35,2306.0,49949.0,108560,17065514.59,864.3034,19.08.2021,26.08.2021,,"2D, DB2"
433141,69205900.45,BONTONFILM A.S.,"Prvok, Šampón, Tečka a Karel",1,141,5,2,CZE,2021,35,65538.0,10444707.02,34698,5762637.76,-0.0717,19.08.2021,26.08.2021,,"2D, MP4"
87366,13017729,"CinemArt, a.s.",Tlapková patrola ve filmu,2,93,2,3,USA,2021,35,56705.0,8296537.0,28510,4377834,-0.223,19.08.2021,26.08.2021,,2D
98256,16901857.47,FALCON a.s.,Free Guy,3,48,3,4,USA,2021,35,36221.0,6270537.07,20928,3649095.31,-0.0726,19.08.2021,26.08.2021,,"2D, 3D, IM3, 4D2, 4D3, DB2"
88093,13668343,"CinemArt, a.s.",Deníček moderního fotra,4,71,3,5,CZE,2021,35,28868.0,4628842.0,13651,2262420,-0.1966,19.08.2021,26.08.2021,,2D
9827,1523313,"CinemArt, a.s.",Mimi šéf: Rodinný podnik,,39,-1,6,USA,2021,35,,,9827,1523313,,19.08.2021,26.08.2021,,"2D, 3D"
145163,21075068.4,"BIOSCOP /AQS, a. s./","Gump - Pes, který naučil lidi žít",6,72,6,7,CZE,2021,35,12938.0,1850430.0,7414,1062829,-0.0474,19.08.2021,26.08.2021,,"DVD, 2D, BR, MP4"
6509,944081,"BIOSCOP /AQS, a. s./",Dračí země,,104,1,8,MAU,2021,35,,,6509,944081,,19.08.2021,26.08.2021,,2D
83343,12501368.46,"CinemArt, a.s.",Croodsovi: Nový věk,8,38,6,9,USA,2021,35,8950.0,1373712.0,5831,893854,0.1294,19.08.2021,26.08.2021,,2D
5173,851299,Forum Film Czech s.r.o.,Candyman,,82,1,10,USA,2021,35,239.0,43238.0,4934,808061,,19.08.2021,26.08.2021,,2D
5011,741470,Bohemia Motion Pictures a.s.,Ainbo: Hrdinka pralesa,,73,1,11,PER,2021,35,,,5011,741470,,19.08.2021,26.08.2021,,2D
12367,2069670.94,FALCON a.s.,Temný dům,7,38,2,12,USA,2021,35,8755.0,1450951.94,3559,609805,-0.3261,19.08.2021,26.08.2021,,2D
62593,10330700.54,FALCON a.s.,Expedice: Džungle,12,23,5,13,USA,2021,35,4735.0,750211.8,3216,534244,0.1312,19.08.2021,26.08.2021,,"2D, 3D"
18553,2889158.8,FALCON a.s.,Večírek,5,73,2,14,CZE,2021,35,15268.0,2345388.8,3208,533679,-0.6785,19.08.2021,26.08.2021,,2D
54278,9462957.6,Vertical Entertainment s.r.o.,Sebevražedný oddíl,9,26,4,15,USA,2021,35,6426.0,1145971.8,2833,507442,-0.3222,19.08.2021,26.08.2021,,2D
45143,6596808,FALCON a.s.,Králíček Petr bere do zaječích,10,38,4,16,USA,2021,35,7987.0,1182228.0,3243,467897,-0.3202,19.08.2021,26.08.2021,,2D
229932,39024945.94,FALCON a.s.,Black Widow,14,14,8,17,USA,2021,35,3825.0,658796.0,1725,296955,-0.1942,19.08.2021,26.08.2021,,"2D, 3D"
266158,39808473.38,BONTONFILM A.S.,Matky,11,37,10,18,CZE,2021,35,8286.0,886939.0,1756,240689,-0.6106,19.08.2021,26.08.2021,,"2D, MP4"
28319,4424305.6,FALCON a.s.,Shoky & Morthy: Poslední velká akce,15,19,4,19,CZE,2021,35,3368.0,512452.0,1434,232543.2,-0.1913,19.08.2021,26.08.2021,,"2D, MP4"
4527,791078,Vertical Entertainment s.r.o.,Reminiscence,13,23,2,20,USA,2021,35,3529.0,603487.0,859,164690,-0.5992,19.08.2021,26.08.2021,,"2D, IM2"
191008,29698276.36,FALCON a.s.,Zátopek,1,154,2,1,CZE,2021,36,149807.0,23498860.88,38895,6149466.48,-0.6397,26.08.2021,02.09.2021,,"2D, DB2"
33278,5646619.11,FALCON a.s.,Shang-Chi a legenda o deseti prstenech,,127,1,2,USA,2021,36,,,33278,5646619.11,,26.08.2021,02.09.2021,,"2D, 3D, IM3, 4D3, DB2"
37963,5804520.76,BONTONFILM A.S.,After: Tajemství ,,127,1,3,USA,2021,36,1942.0,269526.0,36021,5534994.76,,26.08.2021,02.09.2021,,2D
471248,74894724.25,BONTONFILM A.S.,"Prvok, Šampón, Tečka a Karel",2,159,6,4,CZE,2021,36,50606.0,8209088.56,22199,3242373,-0.4374,26.08.2021,02.09.2021,,"2D, MP4"
23350,3482594.47,"CinemArt, a.s.",Mimi šéf: Rodinný podnik,6,149,1,5,USA,2021,36,10187.0,1551803.0,13163,1930791.47,0.2674,26.08.2021,02.09.2021,,"2D, 3D"
110358,16526316,"CinemArt, a.s.",Tlapková patrola ve filmu,3,86,3,6,USA,2021,36,41958.0,6429332.0,9544,1457089,-0.6672,26.08.2021,02.09.2021,,2D
114472,19620440.51,FALCON a.s.,Free Guy,4,45,4,7,USA,2021,36,30810.0,5279313.35,6334,1088365,-0.7018,26.08.2021,02.09.2021,,"2D, 3D"
99592,15461257.2,"CinemArt, a.s.",Deníček moderního fotra,5,77,4,8,CZE,2021,36,19878.0,3216755.0,5272,838579.2,-0.6294,26.08.2021,02.09.2021,,"2D, MP4"
152805,22106741.4,"BIOSCOP /AQS, a. s./","Gump - Pes, který naučil lidi žít",7,57,7,9,CZE,2021,36,11828.0,1664835.0,3228,429667,-0.5958,26.08.2021,02.09.2021,,"DVD, 2D, BR, MP4"
2677,288081,"CinemArt, a.s.",Atlas ptáků,44,107,1,10,CZE,2021,36,886.0,34945.0,1791,253136,12.3482,26.08.2021,02.09.2021,,2D
8555,1419401,Forum Film Czech s.r.o.,Candyman,10,30,2,11,USA,2021,36,7004.0,1141552.0,1312,234611,-0.7097,26.08.2021,02.09.2021,,2D
88443,13257361.46,"CinemArt, a.s.",Croodsovi: Nový věk,9,32,7,12,USA,2021,36,9550.0,1443937.0,1381,205910,-0.7697,26.08.2021,02.09.2021,,"2D, 3D"
14765,2480640.94,FALCON a.s.,Temný dům,12,18,3,13,USA,2021,36,4937.0,834153.0,1020,186622,-0.694,26.08.2021,02.09.2021,,2D
56105,9782330.6,Vertical Entertainment s.r.o.,Sebevražedný oddíl,15,15,5,14,USA,2021,36,3947.0,693706.0,713,133109,-0.7377,26.08.2021,02.09.2021,,2D
64324,10612274.54,FALCON a.s.,Expedice: Džungle,13,15,6,15,USA,2021,36,4397.0,721817.0,550,94001,-0.8241,26.08.2021,02.09.2021,,"2D, 3D"
8426,1253689,Bohemia Motion Pictures a.s.,Ainbo: Hrdinka pralesa,11,31,2,16,PER,2021,36,7885.0,1169394.0,541,84295,-0.8864,26.08.2021,02.09.2021,,2D
267993,40011551.38,BONTONFILM A.S.,Matky,18,16,11,17,CZE,2021,36,2860.0,362121.0,731,81646,-0.6608,26.08.2021,02.09.2021,,"2D, MP4"
10198,1492137,"BIOSCOP /AQS, a. s./",Dračí země,8,38,2,18,MAU,2021,36,9747.0,1423880.0,451,68257,-0.9278,26.08.2021,02.09.2021,,2D
182652,26436029.65,"CinemArt, a.s.",Bábovky,22,12,50,19,CZE,2021,36,809.0,115660.0,597,66125,-0.3062,26.08.2021,02.09.2021,,"2D, MP4"
231044,39209901.94,FALCON a.s.,Black Widow,17,5,9,20,USA,2021,36,2452.0,417066.0,385,64845,-0.7817,26.08.2021,02.09.2021,,2D
67612,11599090.68,FALCON a.s.,Shang-Chi a legenda o deseti prstenech,2,80,2,1,USA,2021,37,44489.0,7532311.52,23123,4066779.16,-0.2798,02.09.2021,09.09.2021,,"2D, 3D, IM3, 4D3, DB2"
234023,36481854.12,FALCON a.s.,Zátopek,1,125,3,2,CZE,2021,37,57112.0,8959449.22,24516,3922874.02,-0.3621,02.09.2021,09.09.2021,,"2D, DB2"
63597,9848597.64,BONTONFILM A.S.,After: Tajemství ,3,68,2,3,USA,2021,37,46656.0,7185632.64,14999,2393439,-0.5676,02.09.2021,09.09.2021,,2D
504890,79418701.25,BONTONFILM A.S.,"Prvok, Šampón, Tečka a Karel",4,115,7,4,CZE,2021,37,32178.0,4695642.0,12527,1890103,-0.4171,02.09.2021,09.09.2021,,"2D, MP4"
36530,5442290.47,"CinemArt, a.s.",Mimi šéf: Rodinný podnik,5,123,2,5,USA,2021,37,15133.0,2235145.47,11210,1655342,-0.1427,02.09.2021,09.09.2021,,"2D, 3D"
12010,1688634.94,"CinemArt, a.s.",Jedině Tereza,151,171,1,6,CZE,2021,37,2458.0,233261.0,9552,1455373.94,,02.09.2021,09.09.2021,,2D
7557,1265826,Vertical Entertainment s.r.o.,Zhoubné zlo ,,86,1,7,USA,2021,37,304.0,51365.0,7253,1214461,,02.09.2021,09.09.2021,,2D
119797,17955083,"CinemArt, a.s.",Tlapková patrola ve filmu,6,92,4,8,USA,2021,37,10891.0,1672117.0,7635,1148737,-0.2117,02.09.2021,09.09.2021,,2D
122150,21079413.31,FALCON a.s.,Free Guy,7,37,5,9,USA,2021,37,8551.0,1456066.0,5306,926330,-0.1489,02.09.2021,09.09.2021,,"2D, 3D"
105699,16369398.2,"CinemArt, a.s.",Deníček moderního fotra,8,56,5,10,CZE,2021,37,7427.0,1170150.2,3826,558060,-0.3346,02.09.2021,09.09.2021,,"2D, MP4"
3900,462887,BONTONFILM A.S.,Cesta domů,102,116,1,11,CZE,2021,37,769.0,3322.0,2613,408485,183.8348,02.09.2021,09.09.2021,,"2D, MP4"
163175,22894675.4,"BIOSCOP /AQS, a. s./","Gump - Pes, který naučil lidi žít",9,54,8,12,CZE,2021,37,4129.0,527461.0,2576,328954,-0.2344,02.09.2021,09.09.2021,,"DVD, 2D, BR, MP4"
283104,41458852.38,BONTONFILM A.S.,Matky,19,22,12,13,CZE,2021,37,1575.0,153641.0,1893,187276,1.2937,02.09.2021,09.09.2021,,"2D, MP4"
90294,13502788.46,"CinemArt, a.s.",Croodsovi: Nový věk,12,32,8,14,USA,2021,37,1490.0,223040.0,1235,184516,-0.1039,02.09.2021,09.09.2021,,"2D, 3D"
47795,7004106,FALCON a.s.,Králíček Petr bere do zaječích,24,24,6,15,USA,2021,37,473.0,64760.0,640,78831,0.4698,02.09.2021,09.09.2021,,2D
9421,1571901,Forum Film Czech s.r.o.,Candyman,11,15,3,16,USA,2021,37,1752.0,309996.0,409,74785,-0.6813,02.09.2021,09.09.2021,,2D
56861,10005801.8,Vertical Entertainment s.r.o.,Sebevražedný oddíl,15,11,6,17,USA,2021,37,1038.0,191339.0,369,69425,-0.4785,02.09.2021,09.09.2021,,2D
8956,1333485,Bohemia Motion Pictures a.s.,Ainbo: Hrdinka pralesa,18,24,3,18,PER,2021,37,596.0,93040.0,456,68451,-0.188,02.09.2021,09.09.2021,,2D
15359,2591470.94,FALCON a.s.,Temný dům,13,12,4,19,USA,2021,37,1364.0,247014.0,360,67377,-0.639,02.09.2021,09.09.2021,,2D
340,60848,Bohemia Motion Pictures a.s.,Rodinu si nevybereš,,27,1,20,FRA,2021,37,,,340,60848,,02.09.2021,09.09.2021,,2D
272644,42576356.94,FALCON a.s.,Zátopek,2,132,4,1,CZE,2021,38,37053.0,5842201.7,26084,4175175.14,0.0643,09.09.2021,16.09.2021,,"2D, DB2"
92144,15861355.51,FALCON a.s.,Shang-Chi a legenda o deseti prstenech,1,82,3,2,USA,2021,38,29575.0,5194326.16,18080,3134717.83,-0.2292,09.09.2021,16.09.2021,,"2D, 3D, IM3, 4D3, DB2"
529219,82993895.25,BONTONFILM A.S.,"Prvok, Šampón, Tečka a Karel",4,124,8,3,CZE,2021,38,19197.0,2814467.0,17659,2650830,0.4024,09.09.2021,16.09.2021,,"2D, MP4"
50468,7551599.67,"CinemArt, a.s.",Mimi šéf: Rodinný podnik,5,100,3,4,USA,2021,38,12345.0,1829049.0,12803,1935602.2,0.1693,09.09.2021,16.09.2021,,"2D, 3D"
78297,12199395.05,BONTONFILM A.S.,After: Tajemství ,3,73,3,5,USA,2021,38,20169.0,3207956.0,9530,1536280.41,-0.3582,09.09.2021,16.09.2021,,2D
130431,19555218,"CinemArt, a.s.",Tlapková patrola ve filmu,8,97,5,6,USA,2021,38,8605.0,1302497.0,9664,1446375,0.2591,09.09.2021,16.09.2021,,2D
15945,2683091,Vertical Entertainment s.r.o.,Zhoubné zlo ,7,55,2,7,USA,2021,38,9513.0,1587940.0,6128,1043786,-0.1406,09.09.2021,16.09.2021,,2D
129807,22398365.65,FALCON a.s.,Free Guy,9,34,6,8,USA,2021,38,7044.0,1222223.0,5919,1023059.34,0.1044,09.09.2021,16.09.2021,,"2D, 3D, DB2"
21552,3159439.82,"CinemArt, a.s.",Jedině Tereza,6,113,2,9,CZE,2021,38,13175.0,1976382.88,5919,949795.94,-0.3474,09.09.2021,16.09.2021,,2D
111407,17257945.2,"CinemArt, a.s.",Deníček moderního fotra,10,56,6,10,CZE,2021,38,5188.0,763148.0,4346,683459,0.2247,09.09.2021,16.09.2021,,"2D, MP4"
166915,23337826.4,"BIOSCOP /AQS, a. s./","Gump - Pes, který naučil lidi žít",12,53,9,11,CZE,2021,38,3332.0,395962.0,2984,376143,0.1434,09.09.2021,16.09.2021,,"DVD, 2D, BR, MP4"
92844,13853111.46,"CinemArt, a.s.",Croodsovi: Nový věk,14,42,9,12,USA,2021,38,1284.0,191442.0,2501,343397,0.861,09.09.2021,16.09.2021,,"2D, 3D"
7065,943040,BONTONFILM A.S.,Cesta domů,11,83,2,13,CZE,2021,38,3846.0,584394.0,1932,304244,-0.2552,09.09.2021,16.09.2021,,"2D, MP4"
1714,265436,Forum Film Czech s.r.o.,Zelený rytíř,,61,1,14,USA,2021,38,,,1289,204601,,09.09.2021,16.09.2021,,2D
65552,10895764.54,FALCON a.s.,Expedice: Džungle,25,12,8,15,USA,2021,38,276.0,46372.0,854,148605,2.3872,09.09.2021,16.09.2021,,2D
2124,196533,FALCON a.s.,Marťanské lodě,29,84,1,16,CZE,2021,38,901.0,33140.0,1001,142875,3.3112,09.09.2021,16.09.2021,,2D
681,107438,BONTONFILM A.S.,100% vlk,,17,-1,17,AUS,2021,38,,,681,107438,,09.09.2021,16.09.2021,,2D
284831,41634103.38,BONTONFILM A.S.,Matky,13,24,13,18,CZE,2021,38,2824.0,275133.0,796,87394,-0.5334,09.09.2021,16.09.2021,,"2D, MP4"
9635,1424924,Bohemia Motion Pictures a.s.,Ainbo: Hrdinka pralesa,18,29,4,19,PER,2021,38,491.0,72715.0,644,87175,0.2735,09.09.2021,16.09.2021,,2D
67865,10109415.12,FALCON a.s.,Luca,22,8,14,20,USA,2021,38,835.0,85697.0,508,73957,0.2798,09.09.2021,16.09.2021,,2D
23194,3387108.35,"BIOSCOP /AQS, a. s./",Zbožňovaný,,210,1,1,CZE,2021,39,889.0,140405.0,22305,3246703.35,,16.09.2021,23.09.2021,,2D
297559,46494016.88,FALCON a.s.,Zátopek,1,100,5,2,CZE,2021,39,37058.0,5846324.14,13941,2246510.94,-0.462,16.09.2021,23.09.2021,,"2D, DB2"
107415,18559363.62,FALCON a.s.,Shang-Chi a legenda o deseti prstenech,2,55,4,3,USA,2021,39,22354.0,3873830.83,10997,1958895.11,-0.3751,16.09.2021,23.09.2021,,"2D, 3D, IM3, 4D3, DB2"
546524,85663241.25,BONTONFILM A.S.,"Prvok, Šampón, Tečka a Karel",3,89,9,4,CZE,2021,39,24052.0,3555040.0,10912,1765136,-0.3342,16.09.2021,23.09.2021,,"2D, MP4"
57475,8623557.67,"CinemArt, a.s.",Mimi šéf: Rodinný podnik,4,82,4,5,USA,2021,39,14020.0,2125960.2,5790,881600,-0.5446,16.09.2021,23.09.2021,,"2D, 3D"
135442,23381422.59,FALCON a.s.,Free Guy,8,32,7,6,USA,2021,39,7330.0,1265022.28,4224,741094,-0.2757,16.09.2021,23.09.2021,,"2D, 3D, 4D2"
85661,13380872.05,BONTONFILM A.S.,After: Tajemství ,5,49,4,7,USA,2021,39,12369.0,1982837.41,4525,734920,-0.5217,16.09.2021,23.09.2021,,2D
136571,20447117.4,"CinemArt, a.s.",Tlapková patrola ve filmu,6,94,6,8,USA,2021,39,10778.0,1623989.4,5026,714285,-0.5062,16.09.2021,23.09.2021,,2D
21364,3618430,Vertical Entertainment s.r.o.,Zhoubné zlo ,7,45,3,9,USA,2021,39,7860.0,1340063.0,3687,639062,-0.3878,16.09.2021,23.09.2021,,2D
4293,662640,BONTONFILM A.S.,100% vlk,19,84,1,10,AUS,2021,39,681.0,107438.0,3612,555202,4.1676,16.09.2021,23.09.2021,,2D
116774,18077112.2,"CinemArt, a.s.",Deníček moderního fotra,10,48,7,11,CZE,2021,39,6414.0,972213.0,3299,530413,-0.224,16.09.2021,23.09.2021,,"2D, MP4"
26047,3855592.02,"CinemArt, a.s.",Jedině Tereza,9,78,3,12,CZE,2021,39,8029.0,1271618.94,2385,374329.2,-0.6059,16.09.2021,23.09.2021,,2D
169989,23668799.4,"BIOSCOP /AQS, a. s./","Gump - Pes, který naučil lidi žít",11,44,10,13,CZE,2021,39,4092.0,480664.0,1966,226452,-0.398,16.09.2021,23.09.2021,,"2D, BR, MP4"
94529,14091880.46,"CinemArt, a.s.",Croodsovi: Nový věk,12,41,10,14,USA,2021,39,2770.0,379120.0,1416,203046,-0.4088,16.09.2021,23.09.2021,,"2D, 3D"
1547,194342,AEROFILMS s.r.o.,"Quo vadis, Aida?",,25,1,15,BIH,2021,39,428.0,21892.0,700,107680,,16.09.2021,23.09.2021,,2D
69041,10240721.12,FALCON a.s.,Luca,22,23,15,16,USA,2021,39,852.0,100100.0,832,105163,0.4219,16.09.2021,23.09.2021,,2D
49170,7174772,FALCON a.s.,Králíček Petr bere do zaječích,29,30,8,17,USA,2021,39,366.0,46102.0,791,101864,1.2362,16.09.2021,23.09.2021,,2D
8371,1145829,BONTONFILM A.S.,Cesta domů,13,34,3,18,CZE,2021,39,2728.0,425748.0,510,81285,-0.7329,16.09.2021,23.09.2021,,"2D, MP4"
1041,96850,"CinemArt, a.s.",Myši patří do nebe,142,32,-2,19,CZE,2021,39,143.0,0.0,494,75850,,16.09.2021,23.09.2021,,2D
66070,10982054.54,FALCON a.s.,Expedice: Džungle,16,14,9,20,USA,2021,39,967.0,167861.0,405,67034,-0.549,16.09.2021,23.09.2021,,"2D, 3D"
,,,,,,,1,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,2,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,3,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,4,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,5,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,6,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,7,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,8,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,KINA MIMO PROVOZ - COVID19,,,,,9,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,10,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,11,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,12,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,13,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,14,,2021,3,,,,,,07.01.2021,14.01.2021,,
,,,,,,,15,,2021,3,,,,,,07.01.2021,14.01.2021,,
