poř,min_poř,film,distributor,prod,formát,poč_týd,poč_kin,víkend_tržby,víkend_diváci,změna_v_%,poč_kin,min_týden_tržby,min_týden_diváci,celkem_tržby,celkem_diváci,rok,tyden
13,3,Raya a drak,FALCON a.s.,USA,2D,2,69,341590.94,2253,-0.7478,150,1916751.31,13020,2258342.25,15273,2021,30
14,6,Zabijákova žena a bodyguard,BONTONFILM A.S.,USA,2D,2,35,327879,1858,-0.6766,103,1467865.82,8668,1795744.82,10752,2021,30
15,11,Chyby,FALCON a.s.,CZE,2D,2,54,208829,1284,-0.6241,151,927940,5982,1166749,8280,2021,30
16,13,VYŠEHRAD: Seryjál,"BIOSCOP /AQS, a. s./",CZE,"2D, BR, MP4",3,28,204015,1276,-0.6034,45,746096,4377,2329553,13772,2021,30
17,,G. I. Joe: Snake Eyes,"CinemArt, a.s.",USA,"2D, IM2",1,67,175607,1045,,1,0,71,175607,1116,2021,30
18,15,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,2D,-1,10,171233,1180,-0.597,3,424865,4036,596098,5216,2021,30
19,12,Ubal a zmiz,"CinemArt, a.s.",CZE,2D,3,28,151021,970,-0.7147,65,765928,4686,2769131,18375,2021,30
20,14,Maxinožka 2,Vertical Entertainment s.r.o.,BEL,2D,3,34,146149,954,-0.6914,56,690635,4569,1923260,12986,2021,30
1,1,Black Widow,FALCON a.s.,USA,"2D, 3D, IM3, 4D3, DB2",2,97,6269134.81,36064,-0.4838,190,17297615.19,102358,25494174.06,149650,2021,29
2,2,Matky,BONTONFILM A.S.,CZE,"2D, MP4",4,97,3026487.7,18616,-0.1177,126,5655012.2,36667,28224899.18,182495,2021,29
3,,Raya a drak,FALCON a.s.,USA,"2D, 4D2",1,142,1353960.94,9227,,,,,1353960.94,9227,2021,29
4,,Space Jam: Nový začátek,Vertical Entertainment s.r.o.,USA,2D,1,97,1139603,7398,,2,3530,27,1143133,7425,2021,29
5,,Úniková hra: Turnaj šampiónů,FALCON a.s.,USA,2D,1,91,1128923.68,6935,,,,,1128923.68,6935,2021,29
6,,Zabijákova žena a bodyguard,BONTONFILM A.S.,USA,2D,1,88,1013741.82,5926,,2,0,226,1013741.82,6152,2021,29
7,3,Rychle a zběsile 9,"CinemArt, a.s.",USA,2D,5,38,1009631.46,5864,-0.3075,66,2289309.76,14106,23979680.89,142367,2021,29
8,5,V zajetí démonů 3: Na Ďáblův příkaz,Vertical Entertainment s.r.o.,USA,2D,4,32,798790,4588,-0.2951,51,1822427,10829,10444455.79,62094,2021,29
9,7,Luca,FALCON a.s.,USA,"2D, 3D",5,37,671405,4301,-0.244,66,1385683,9022,6923450.12,45990,2021,29
10,27,Bábovky,"CinemArt, a.s.",CZE,"2D, MP4",43,85,582140,6069,12.2004,21,73798,1007,24309362.65,160869,2021,29
11,35,Chyby,FALCON a.s.,CZE,2D,1,128,555451,3557,25.0042,4,21360,907,585431,4571,2021,29
12,4,Ubal a zmiz,"CinemArt, a.s.",CZE,2D,2,56,529261,3206,-0.5767,173,1852182,11598,2381443,15925,2021,29
13,6,VYŠEHRAD: Seryjál,"BIOSCOP /AQS, a. s./",CZE,2D,2,37,514342,2932,-0.4244,67,1379144,8117,1893784,11051,2021,29
14,8,Maxinožka 2,Vertical Entertainment s.r.o.,BEL,2D,2,55,473525,3118,-0.3537,108,1084676,7448,1560001,10581,2021,29
15,,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,2D,-2,3,424865,4036,,,,,424865,4036,2021,29
16,9,Chlupáčci,"BIOSCOP /AQS, a. s./",USA,2D,3,31,281897,1854,-0.4468,62,745492,4877,2419505.63,15834,2021,29
17,160,"Bože, ty seš hajzl","CinemArt, a.s.",DEU,2D,1,59,194190,1187,,2,390,181,194580,1368,2021,29
18,,Mrazivá past,"MIRIUS FILM DISTRIBUTION, s.r.o.",USA,2D,1,23,154871,856,,,,,154871,856,2021,29
19,16,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",48,21,112950,1174,0.1655,28,129699,1481,39708385.86,264852,2021,29
20,15,Annette,AEROFILMS s.r.o.,FRA,2D,2,18,96830,681,-0.3241,41,230380,1745,466682,3530,2021,29
1,32,Black Widow,FALCON a.s.,USA,"2D, 3D, IM3, 4D3, DB2",1,179,12144296.59,71808,525.4107,63,1927424.06,11228,14071720.65,83036,2021,28
2,1,Matky,BONTONFILM A.S.,CZE,"2D, MP4",3,98,3430072,22589,-0.3684,168,8506787.84,54027,22973471.28,149801,2021,28
3,2,Rychle a zběsile 9,"CinemArt, a.s.",USA,"2D, DB2",4,48,1457767.82,8943,-0.5474,102,4993482.44,29550,22138507.49,131340,2021,28
4,147,Ubal a zmiz,"CinemArt, a.s.",CZE,2D,1,152,1250190,7808,,3,0,1050,1250190,8929,2021,28
5,3,V zajetí démonů 3: Na Ďáblův příkaz,Vertical Entertainment s.r.o.,USA,2D,3,47,1133039,6682,-0.4525,74,3137820.85,18607,8956277.79,53359,2021,28
6,133,VYŠEHRAD: Seryjál,"BIOSCOP /AQS, a. s./",CZE,2D,1,53,893429,5097,2997.0838,1,298,2,893727,5099,2021,28
7,4,Luca,FALCON a.s.,USA,"2D, 3D",4,61,888092,5776,-0.3586,93,2061526.65,13718,5754454.12,38443,2021,28
8,,Maxinožka 2,Vertical Entertainment s.r.o.,BEL,2D,1,104,732652,5141,,1,1800,15,734452,5156,2021,28
9,5,Chlupáčci,"BIOSCOP /AQS, a. s./",USA,2D,2,60,509520,3363,-0.4329,87,1392116.63,9103,1901636.63,12466,2021,28
10,6,Očista navždy,"CinemArt, a.s.",USA,2D,2,38,384231,2263,-0.4685,98,1191713.06,7391,1575944.06,9725,2021,28
11,8,Spirála strachu: Saw pokračuje,Vertical Entertainment s.r.o.,USA,"2D, DB2",2,41,274583,1623,-0.4983,92,882494.52,5202,1157077.52,6825,2021,28
12,9,Divoký Spirit,"CinemArt, a.s.",USA,2D,3,46,221660.2,1481,-0.5091,92,685720.89,4661,1671542.09,11270,2021,28
13,146,Mazel a tajemství lesa,BONTONFILM A.S.,CZE,"2D, MP4",1,68,169859,1165,,2,0,0,339833,4341,2021,28
14,7,Tiché místo: Část II,"CinemArt, a.s.",USA,"2D, DB2",5,20,143316,868,-0.744,69,899590.74,5486,7791157.24,45741,2021,28
15,,Annette,AEROFILMS s.r.o.,FRA,2D,1,29,143246,1122,,37,139472,1104,282718,2226,2021,28
16,17,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",47,21,96909,1043,-0.1985,41,155633,1656,39562645.86,263240,2021,28
17,10,Cruella,FALCON a.s.,USA,2D,5,18,87966,528,-0.7555,51,537001,3241,3252809.94,20704,2021,28
18,,"Zkrať to, zlato","BIOSCOP /AQS, a. s./",AUS,2D,1,35,80548,469,,,,,80548,469,2021,28
19,11,Červený střevíček a 7 statečných,Bohemia Motion Pictures a.s.,KOR,"2D, MP4",3,30,73795,520,-0.7639,62,436916.52,3049,1262144.52,8680,2021,28
20,12,Nikdo,"CinemArt, a.s.",USA,2D,3,14,62273,363,-0.7474,58,406428,2343,1096788,6521,2021,28
1,1,Matky,BONTONFILM A.S.,CZE,"2D, MP4",2,151,5430201.84,34427,-0.2642,205,10743036.44,70564,16288541.28,106375,2021,27
2,2,Rychle a zběsile 9,"CinemArt, a.s.",USA,"2D, IM2, 4D2, DB2",3,82,3220489.44,19135,-0.2408,91,6463932.68,37832,18599667.65,111002,2021,27
3,3,V zajetí démonů 3: Na Ďáblův příkaz,Vertical Entertainment s.r.o.,USA,"2D, 4D2",2,63,2069187.03,12169,-0.283,96,4509809.94,27510,6578996.97,39679,2021,27
4,4,Luca,FALCON a.s.,USA,"2D, 3D",3,84,1384574.65,9215,0.5163,99,1783965.47,12189,4169904.12,28005,2021,27
5,,Chlupáčci,"BIOSCOP /AQS, a. s./",USA,2D,1,77,898463.63,5862,,,,,898463.63,5862,2021,27
6,,Očista navždy,"CinemArt, a.s.",USA,2D,1,88,722902.06,4434,,1,0,71,722902.06,4505,2021,27
7,5,Tiché místo: Část II,"CinemArt, a.s.",USA,"2D, DB2",4,56,559615.8,3397,-0.3668,64,1303075.8,7831,7248122.12,42637,2021,27
8,,Spirála strachu: Saw pokračuje,Vertical Entertainment s.r.o.,USA,"2D, 4D2, DB2",1,83,547273.52,3221,,,,,547273.52,3221,2021,27
9,7,Divoký Spirit,"CinemArt, a.s.",USA,2D,2,78,451476.89,3055,0.092,112,746289,4941,1197765.89,8067,2021,27
10,6,Cruella,FALCON a.s.,USA,2D,4,42,359683,2119,-0.1605,63,818849,5921,2966483.94,18939,2021,27
11,10,Červený střevíček a 7 statečných,Bohemia Motion Pictures a.s.,KOR,"2D, MP4",2,61,312538.52,2217,0.0044,84,539146,3654,1051083.52,7183,2021,27
12,8,Nikdo,"CinemArt, a.s.",USA,2D,2,44,246442,1398,-0.3934,88,617208,3679,863650,5148,2021,27
13,12,Tom & Jerry,Vertical Entertainment s.r.o.,USA,2D,4,41,174753,1227,-0.1891,72,340809,2800,1343830,9393,2021,27
14,11,Duše,FALCON a.s.,USA,"2D, 3D",5,34,162308,1102,-0.3552,59,558032,5197,2433744.44,18077,2021,27
15,9,Nightlife: Na tahu,BONTONFILM A.S.,DEU,"2D, MP4",3,26,147798,896,-0.5703,63,565354,3493,1507611,9220,2021,27
16,153,Mstitel,BONTONFILM A.S.,CZE,"2D, MP4",1,84,121555,769,,2,0,722,121555,1491,2021,27
17,17,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",46,30,120900,1340,0.3266,38,183541,2071,39396409.86,261014,2021,27
18,14,Princezna zakletá v čase,Bohemia Motion Pictures a.s.,CZE,"2D, BR, MP4",42,20,117011,1652,-0.088,51,302521,4193,8924699,66896,2021,27
19,13,Godzilla vs. Kong,Vertical Entertainment s.r.o.,USA,2D,4,23,103642,617,-0.2094,38,289246,2086,1444774.94,9089,2021,27
20,15,Moře kouzel,"BIOSCOP /AQS, a. s./",RUS,2D,3,25,71496,484,-0.2853,58,201499,1404,495691,3342,2021,27
1,,Matky,BONTONFILM A.S.,CZE,2D,1,194,7379646.14,48711,,14,115303,1384,7494949.14,50095,2021,26
2,1,Rychle a zběsile 9,"CinemArt, a.s.",USA,"2D, IM2, 4D2, DB2",2,67,4241632.51,24583,-0.2736,183,8569836.53,52031,13156878.04,78618,2021,26
3,,V zajetí démonů 3: Na Ďáblův příkaz,Vertical Entertainment s.r.o.,USA,"2D, 4D2",1,84,2885867.94,17397,,,,,2885867.94,17397,2021,26
4,3,Luca,FALCON a.s.,USA,"2D, 3D",2,85,913123.47,5971,0.4658,115,1001364,6601,1914487.47,12572,2021,26
5,2,Tiché místo: Část II,"CinemArt, a.s.",USA,"2D, DB2",3,56,883704.8,5239,-0.2669,86,1869952.7,10916,6269135.32,36648,2021,26
6,4,Cruella,FALCON a.s.,USA,2D,3,47,428430,2854,-0.0438,102,721234,4555,2216381.94,13753,2021,26
7,,Divoký Spirit,"CinemArt, a.s.",USA,2D,1,107,413423,2784,,1,0,71,413423,2855,2021,26
8,128,Nikdo,"CinemArt, a.s.",USA,2D,1,73,406213,2391,,1,0,71,406213,2462,2021,26
9,5,Nightlife: Na tahu,BONTONFILM A.S.,DEU,"2D, MP4",2,55,343923,2059,-0.2192,108,771602,4685,1138382,6890,2021,26
10,,Červený střevíček a 7 statečných,Bohemia Motion Pictures a.s.,KOR,"2D, MP4",1,77,311139,2133,,,,,510538,3445,2021,26
11,6,Duše,FALCON a.s.,USA,"2D, 3D",4,44,251704,2066,0.0206,67,446712.5,3367,1965108.44,13844,2021,26
12,11,Tom & Jerry,Vertical Entertainment s.r.o.,USA,"2D, 4D2",3,60,215490,1585,0.078,99,252188,1781,1043758,6951,2021,26
13,8,Godzilla vs. Kong,Vertical Entertainment s.r.o.,USA,2D,3,29,131091,810,-0.4095,89,345813,2230,1182977.94,7196,2021,26
14,24,Princezna zakletá v čase,Bohemia Motion Pictures a.s.,CZE,"2D, BR, MP4",41,28,128295,1666,3.2859,21,76581,987,8633462,62717,2021,26
15,12,Moře kouzel,"BIOSCOP /AQS, a. s./",RUS,2D,2,44,100035,669,-0.2969,84,222696,1454,322731,2123,2021,26
16,7,V zajetí,BONTONFILM A.S.,USA,2D,3,23,92314,584,-0.5978,33,376459,2229,1032538,6115,2021,26
17,15,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",45,22,91129,952,0.6564,34,82620,807,39183097.86,258555,2021,26
18,19,Smečka,BONTONFILM A.S.,CZE,"2D, MP4",38,15,87061,1059,1.1006,26,88053,755,1474158,10552,2021,26
19,18,3Bobule,"BIOSCOP /AQS, a. s./",CZE,"DVD, 2D, MP4",53,15,79400,681,0.8486,8,43010,322,38083531.49,288155,2021,26
20,13,Chlast,"FILM EUROPE, s.r.o.",DNK,"DVD, 2D, BR, MP4",38,17,69188,557,-0.2641,39,148726,1120,1611910.29,10703,2021,26
1,,Rychle a zběsile 9,"CinemArt, a.s.",USA,"2D, IM2, 4D2, DB2",1,174,5839219.06,35444,,21,345409,2004,6184628.06,37448,2021,25
2,1,Tiché místo: Část II,"CinemArt, a.s.",USA,"2D, 4D2, DB2",2,70,1205309.94,6958,-0.5478,148,3510260.82,20397,4720787.76,27451,2021,25
3,,Luca,FALCON a.s.,USA,"2D, 3D",1,114,622940,4170,,,,,622940,4170,2021,25
4,3,Cruella,FALCON a.s.,USA,2D,2,96,448030,2762,-0.3949,80,1066717.94,6344,1514747.94,9106,2021,25
5,106,Nightlife: Na tahu,BONTONFILM A.S.,DEU,"2D, MP4",1,89,440443,2667,,1,0,30,463300,2813,2021,25
6,2,Duše,FALCON a.s.,USA,"2D, 3D",3,63,246601,1612,-0.7151,134,1033870.94,6574,1513292.94,10023,2021,25
7,6,V zajetí,BONTONFILM A.S.,USA,"2D, MP4",2,31,229502,1341,-0.43,31,563765,3302,793267,4643,2021,25
8,4,Godzilla vs. Kong,Vertical Entertainment s.r.o.,USA,2D,2,75,221976,1404,-0.603,49,706073.94,4156,928049.94,5560,2021,25
9,7,Bábovky,"CinemArt, a.s.",CZE,2D,39,43,207166,1340,-0.4214,79,477811,2891,23378912.65,151591,2021,25
10,,Zvrácená,FALCON a.s.,USA,2D,1,51,200289,1208,,,,,200289,1208,2021,25
11,5,Tom & Jerry,Vertical Entertainment s.r.o.,USA,2D,2,96,199896,1409,-0.5678,47,576080,3585,775976,4994,2021,25
12,,Moře kouzel,"BIOSCOP /AQS, a. s./",RUS,2D,1,80,142260,943,,,,,142260,943,2021,25
13,12,Chlast,"FILM EUROPE, s.r.o.",DNK,"2D, BR, MP4",37,33,94015,692,-0.3159,61,214595,1470,1488011.29,9718,2021,25
14,8,Podfuk za všechny prachy,BONTONFILM A.S.,USA,2D,2,36,63656,362,-0.7466,43,314025.4,1786,377681.4,2148,2021,25
15,17,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",44,17,55015,494,-0.0313,37,92087,1183,39064363.86,257290,2021,25
16,9,Země nomádů,FALCON a.s.,USA,2D,3,23,52724,373,-0.7192,78,278193,1809,542688,3821,2021,25
17,22,Nebe,Pilot Film s.r.o.,CZE,"2D, MP4",1,14,48633,248,1.1217,17,55380,744,160832,1763,2021,25
18,28,3Bobule,"BIOSCOP /AQS, a. s./",CZE,"2D, MP4",52,7,42950,321,3.9595,7,9170,94,38004071.49,287473,2021,25
19,13,Smečka,BONTONFILM A.S.,CZE,2D,37,17,41444,328,-0.6386,38,176103,1238,1340488,9066,2021,25
20,,Přípitek,AEROFILMS s.r.o.,FRA,"2D, MP4",1,27,36597,241,,2,3136,52,42704,313,2021,25
1,,Tiché místo: Část II,"CinemArt, a.s.",USA,"2D, IM2, 4D2, DB2",1,136,2531365.88,14722,,4,77164,520,2608529.88,15242,2021,24
2,1,Duše,FALCON a.s.,USA,"2D, 3D",2,132,851505.94,5426,4.3014,115,199627,1532,1096484.94,7338,2021,24
3,,Cruella,FALCON a.s.,USA,2D,1,40,720537.94,4173,,2,21687,141,742224.94,4314,2021,24
4,,Godzilla vs. Kong,Vertical Entertainment s.r.o.,USA,"2D, 4D2",1,41,524504,3040,,,,,524504,3040,2021,24
5,,Tom & Jerry,Vertical Entertainment s.r.o.,USA,"2D, 4D2",1,45,447416,2783,,,,,447416,2783,2021,24
6,,V zajetí,BONTONFILM A.S.,USA,"2D, MP4",1,29,402611,2330,,3,14945,95,417556,2425,2021,24
7,3,Bábovky,"CinemArt, a.s.",CZE,2D,38,68,343427,2046,3.1936,73,129674,1005,23044293.65,149448,2021,24
8,,Podfuk za všechny prachy,BONTONFILM A.S.,USA,"2D, MP4",1,38,251146.4,1417,,3,5417,35,256563.4,1452,2021,24
9,2,Země nomádů,FALCON a.s.,USA,2D,2,64,185517,1194,0.3246,105,214869,1658,400386,2852,2021,24
10,6,Napětí,"CinemArt, a.s.",GBR,2D,2,34,161285,912,3.3616,69,50399,396,211684,1308,2021,24
11,9,Nadějná mladá žena,"CinemArt, a.s.",USA,2D,3,52,148346,886,3.7438,65,49814,358,269527,1866,2021,24
12,4,Chlast,"FILM EUROPE, s.r.o.",DNK,"2D, MP4",3,40,137426,897,1.23,44,128255,1094,1316827.29,8453,2021,24
13,16,Smečka,BONTONFILM A.S.,CZE,"2D, MP4",3,34,114672,691,15.7894,31,10980,96,1237613,8191,2021,24
14,,YAKARI - Velké dobrodružství,"MIRIUS FILM DISTRIBUTION, s.r.o.",FRA,"2D, MP4",1,51,99567,669,,,,,99567,669,2021,24
15,,Anny,BONTONFILM A.S.,CZE,"2D, MP4",1,52,83740,662,,1,0,340,83740,1073,2021,24
16,7,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",43,25,56787,662,0.6022,34,51823,538,38974048.86,256275,2021,24
17,8,Rytíři spravedlnosti,"FILM EUROPE, s.r.o.",DNK,"2D, BR, MP4",3,21,55363,317,0.7062,35,53563,393,268707,1797,2021,24
18,,Tichý společník,BONTONFILM A.S.,CZE,2D,1,87,46959,379,,3,15880,169,110729.79,1228,2021,24
19,13,Princezna zakletá v čase,Bohemia Motion Pictures a.s.,CZE,"2D, MP4",39,28,32942,307,1.8871,18,14310,165,8410067,59814,2021,24
20,,První kráva,AEROFILMS s.r.o.,USA,2D,1,17,23056,169,,4,4345,34,27401,203,2021,24
1,,,,,,,,,,,,,,,,2021,21
2,,,,,,,,,,,,,,,,2021,21
3,,,,,,,,,,,,,,,,2021,21
4,,,,,,,,,,,,,,,,2021,21
5,,,,,,,,,,,,,,,,2021,21
6,,,,,,,,,,,,,,,,2021,21
7,,,,,,,,,,,,,,,,2021,21
8,,,,,,,,,,,,,,,,2021,21
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,21
10,,,,,,,,,,,,,,,,2021,21
11,,,,,,,,,,,,,,,,2021,21
12,,,,,,,,,,,,,,,,2021,21
13,,,,,,,,,,,,,,,,2021,21
14,,,,,,,,,,,,,,,,2021,21
15,,,,,,,,,,,,,,,,2021,21
16,,,,,,,,,,,,,,,,2021,21
17,,,,,,,,,,,,,,,,2021,21
18,,,,,,,,,,,,,,,,2021,21
19,,,,,,,,,,,,,,,,2021,21
20,,,,,,,,,,,,,,,,2021,21
1,,,,,,,,,,,,,,,,2021,20
2,,,,,,,,,,,,,,,,2021,20
3,,,,,,,,,,,,,,,,2021,20
4,,,,,,,,,,,,,,,,2021,20
5,,,,,,,,,,,,,,,,2021,20
6,,,,,,,,,,,,,,,,2021,20
7,,,,,,,,,,,,,,,,2021,20
8,,,,,,,,,,,,,,,,2021,20
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,20
10,,,,,,,,,,,,,,,,2021,20
11,,,,,,,,,,,,,,,,2021,20
12,,,,,,,,,,,,,,,,2021,20
13,,,,,,,,,,,,,,,,2021,20
14,,,,,,,,,,,,,,,,2021,20
15,,,,,,,,,,,,,,,,2021,20
16,,,,,,,,,,,,,,,,2021,20
17,,,,,,,,,,,,,,,,2021,20
18,,,,,,,,,,,,,,,,2021,20
19,,,,,,,,,,,,,,,,2021,20
20,,,,,,,,,,,,,,,,2021,20
1,,,,,,,,,,,,,,,,2021,19
2,,,,,,,,,,,,,,,,2021,19
3,,,,,,,,,,,,,,,,2021,19
4,,,,,,,,,,,,,,,,2021,19
5,,,,,,,,,,,,,,,,2021,19
6,,,,,,,,,,,,,,,,2021,19
7,,,,,,,,,,,,,,,,2021,19
8,,,,,,,,,,,,,,,,2021,19
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,19
10,,,,,,,,,,,,,,,,2021,19
11,,,,,,,,,,,,,,,,2021,19
12,,,,,,,,,,,,,,,,2021,19
13,,,,,,,,,,,,,,,,2021,19
14,,,,,,,,,,,,,,,,2021,19
15,,,,,,,,,,,,,,,,2021,19
16,,,,,,,,,,,,,,,,2021,19
17,,,,,,,,,,,,,,,,2021,19
18,,,,,,,,,,,,,,,,2021,19
19,,,,,,,,,,,,,,,,2021,19
20,,,,,,,,,,,,,,,,2021,19
1,,,,,,,,,,,,,,,,2021,18
2,,,,,,,,,,,,,,,,2021,18
3,,,,,,,,,,,,,,,,2021,18
4,,,,,,,,,,,,,,,,2021,18
5,,,,,,,,,,,,,,,,2021,18
6,,,,,,,,,,,,,,,,2021,18
7,,,,,,,,,,,,,,,,2021,18
8,,,,,,,,,,,,,,,,2021,18
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,18
10,,,,,,,,,,,,,,,,2021,18
11,,,,,,,,,,,,,,,,2021,18
12,,,,,,,,,,,,,,,,2021,18
13,,,,,,,,,,,,,,,,2021,18
14,,,,,,,,,,,,,,,,2021,18
15,,,,,,,,,,,,,,,,2021,18
16,,,,,,,,,,,,,,,,2021,18
17,,,,,,,,,,,,,,,,2021,18
18,,,,,,,,,,,,,,,,2021,18
19,,,,,,,,,,,,,,,,2021,18
20,,,,,,,,,,,,,,,,2021,18
1,,,,,,,,,,,,,,,,2021,17
2,,,,,,,,,,,,,,,,2021,17
3,,,,,,,,,,,,,,,,2021,17
4,,,,,,,,,,,,,,,,2021,17
5,,,,,,,,,,,,,,,,2021,17
6,,,,,,,,,,,,,,,,2021,17
7,,,,,,,,,,,,,,,,2021,17
8,,,,,,,,,,,,,,,,2021,17
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,17
10,,,,,,,,,,,,,,,,2021,17
11,,,,,,,,,,,,,,,,2021,17
12,,,,,,,,,,,,,,,,2021,17
13,,,,,,,,,,,,,,,,2021,17
14,,,,,,,,,,,,,,,,2021,17
15,,,,,,,,,,,,,,,,2021,17
16,,,,,,,,,,,,,,,,2021,17
17,,,,,,,,,,,,,,,,2021,17
18,,,,,,,,,,,,,,,,2021,17
19,,,,,,,,,,,,,,,,2021,17
20,,,,,,,,,,,,,,,,2021,17
1,,,,,,,,,,,,,,,,2021,16
2,,,,,,,,,,,,,,,,2021,16
3,,,,,,,,,,,,,,,,2021,16
4,,,,,,,,,,,,,,,,2021,16
5,,,,,,,,,,,,,,,,2021,16
6,,,,,,,,,,,,,,,,2021,16
7,,,,,,,,,,,,,,,,2021,16
8,,,,,,,,,,,,,,,,2021,16
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,16
10,,,,,,,,,,,,,,,,2021,16
11,,,,,,,,,,,,,,,,2021,16
12,,,,,,,,,,,,,,,,2021,16
13,,,,,,,,,,,,,,,,2021,16
14,,,,,,,,,,,,,,,,2021,16
15,,,,,,,,,,,,,,,,2021,16
16,,,,,,,,,,,,,,,,2021,16
17,,,,,,,,,,,,,,,,2021,16
18,,,,,,,,,,,,,,,,2021,16
19,,,,,,,,,,,,,,,,2021,16
20,,,,,,,,,,,,,,,,2021,16
1,,,,,,,,,,,,,,,,2021,15
2,,,,,,,,,,,,,,,,2021,15
3,,,,,,,,,,,,,,,,2021,15
4,,,,,,,,,,,,,,,,2021,15
5,,,,,,,,,,,,,,,,2021,15
6,,,,,,,,,,,,,,,,2021,15
7,,,,,,,,,,,,,,,,2021,15
8,,,,,,,,,,,,,,,,2021,15
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,15
10,,,,,,,,,,,,,,,,2021,15
11,,,,,,,,,,,,,,,,2021,15
12,,,,,,,,,,,,,,,,2021,15
13,,,,,,,,,,,,,,,,2021,15
14,,,,,,,,,,,,,,,,2021,15
15,,,,,,,,,,,,,,,,2021,15
16,,,,,,,,,,,,,,,,2021,15
17,,,,,,,,,,,,,,,,2021,15
18,,,,,,,,,,,,,,,,2021,15
19,,,,,,,,,,,,,,,,2021,15
20,,,,,,,,,,,,,,,,2021,15
1,,,,,,,,,,,,,,,,2021,14
2,,,,,,,,,,,,,,,,2021,14
3,,,,,,,,,,,,,,,,2021,14
4,,,,,,,,,,,,,,,,2021,14
5,,,,,,,,,,,,,,,,2021,14
6,,,,,,,,,,,,,,,,2021,14
7,,,,,,,,,,,,,,,,2021,14
8,,,,,,,,,,,,,,,,2021,14
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,14
10,,,,,,,,,,,,,,,,2021,14
11,,,,,,,,,,,,,,,,2021,14
12,,,,,,,,,,,,,,,,2021,14
13,,,,,,,,,,,,,,,,2021,14
14,,,,,,,,,,,,,,,,2021,14
15,,,,,,,,,,,,,,,,2021,14
16,,,,,,,,,,,,,,,,2021,14
17,,,,,,,,,,,,,,,,2021,14
18,,,,,,,,,,,,,,,,2021,14
19,,,,,,,,,,,,,,,,2021,14
20,,,,,,,,,,,,,,,,2021,14
1,,,,,,,,,,,,,,,,2021,13
2,,,,,,,,,,,,,,,,2021,13
3,,,,,,,,,,,,,,,,2021,13
4,,,,,,,,,,,,,,,,2021,13
5,,,,,,,,,,,,,,,,2021,13
6,,,,,,,,,,,,,,,,2021,13
7,,,,,,,,,,,,,,,,2021,13
8,,,,,,,,,,,,,,,,2021,13
9,,,KINA MIMO PROVOZ -COVID19,,,,,,,,,,,,,2021,13
10,,,,,,,,,,,,,,,,2021,13
11,,,,,,,,,,,,,,,,2021,13
12,,,,,,,,,,,,,,,,2021,13
13,,,,,,,,,,,,,,,,2021,13
14,,,,,,,,,,,,,,,,2021,13
15,,,,,,,,,,,,,,,,2021,13
16,,,,,,,,,,,,,,,,2021,13
17,,,,,,,,,,,,,,,,2021,13
18,,,,,,,,,,,,,,,,2021,13
19,,,,,,,,,,,,,,,,2021,13
20,,,,,,,,,,,,,,,,2021,13
1,,,,,,,,,,,,,,,,2021,12
2,,,,,,,,,,,,,,,,2021,12
3,,,,,,,,,,,,,,,,2021,12
4,,,,,,,,,,,,,,,,2021,12
5,,,,,,,,,,,,,,,,2021,12
6,,,,,,,,,,,,,,,,2021,12
7,,,,,,,,,,,,,,,,2021,12
8,,,,,,,,,,,,,,,,2021,12
9,,,KINA MIMO PROVOZ - COVID19,,,,,,,,,,,,,2021,12
10,,,,,,,,,,,,,,,,2021,12
11,,,,,,,,,,,,,,,,2021,12
12,,,,,,,,,,,,,,,,2021,12
13,,,,,,,,,,,,,,,,2021,12
14,,,,,,,,,,,,,,,,2021,12
15,,,,,,,,,,,,,,,,2021,12
16,,,,,,,,,,,,,,,,2021,12
17,,,,,,,,,,,,,,,,2021,12
18,,,,,,,,,,,,,,,,2021,12
19,,,,,,,,,,,,,,,,2021,12
20,,,,,,,,,,,,,,,,2021,12
1,,,,,,,,,,,,,,,,2021,11
2,,,,,,,,,,,,,,,,2021,11
3,,,,,,,,,,,,,,,,2021,11
4,,,,,,,,,,,,,,,,2021,11
5,,,,,,,,,,,,,,,,2021,11
6,,,,,,,,,,,,,,,,2021,11
7,,,,,,,,,,,,,,,,2021,11
8,,,,,,,,,,,,,,,,2021,11
